idx	code	name	custom
1017	0	Add	-
1018	78	Pow	-
1019	18	Mul	-
1020	0	Add	-
1021	78	Pow	-
1022	18	Mul	-
1023	0	Add	-
1024	78	Pow	-
1025	18	Mul	-
1026	0	Add	-
1027	92	Square	-
1028	59	Neg	-
1029	47	Exp	-
1030	18	Mul	-
1031	41	Sub	-
1032	158	Sign	-
1033	18	Mul	-
1034	6	Dequantize	-
1035	0	Add	-
1036	18	Mul	-
1037	6	Dequantize	-
1038	18	Mul	-
1039	22	Reshape	-
1040	6	Dequantize	-
1041	6	Dequantize	-
1042	9	FullyConnected	-
1043	22	Reshape	-
1044	0	Add	-
1045	6	Dequantize	-
1046	22	Reshape	-
1047	6	Dequantize	-
1048	22	Reshape	-
1049	40	Mean	-
1050	41	Sub	-
1051	92	Square	-
1052	40	Mean	-
1053	41	Sub	-
1054	0	Add	-
1055	75	Sqrt	-
1056	42	Div	-
1057	18	Mul	-
1058	0	Add	-
1059	34	Pad	-
1060	22	Reshape	-
1061	39	Transpose	-
1062	22	Reshape	-
1063	6	Dequantize	-
1064	6	Dequantize	-
1065	9	FullyConnected	-
1066	22	Reshape	-
1067	39	Transpose	-
1068	22	Reshape	-
1069	102	SplitV	-
1070	22	Reshape	-
1071	22	Reshape	-
1072	22	Reshape	-
1073	39	Transpose	-
1074	6	Dequantize	-
1075	126	BatchMatmul	-
1076	39	Transpose	-
1077	22	Reshape	-
1078	39	Transpose	-
1079	6	Dequantize	-
1080	126	BatchMatmul	-
1081	39	Transpose	-
1082	22	Reshape	-
1083	22	Reshape	-
1084	39	Transpose	-
1085	6	Dequantize	-
1086	18	Mul	-
1087	126	BatchMatmul	-
1088	22	Reshape	-
1089	0	Add	-
1090	0	Add	-
1091	22	Reshape	-
1092	25	Softmax	-
1093	126	BatchMatmul	-
1094	22	Reshape	-
1095	39	Transpose	-
1096	22	Reshape	-
1097	6	Dequantize	-
1098	6	Dequantize	-
1099	9	FullyConnected	-
1100	22	Reshape	-
1101	39	Transpose	-
1102	22	Reshape	-
1103	45	StridedSlice	-
1104	0	Add	-
1105	6	Dequantize	-
1106	22	Reshape	-
1107	6	Dequantize	-
1108	22	Reshape	-
1109	40	Mean	-
1110	41	Sub	-
1111	92	Square	-
1112	40	Mean	-
1113	41	Sub	-
1114	0	Add	-
1115	75	Sqrt	-
1116	42	Div	-
1117	18	Mul	-
1118	0	Add	-
1119	22	Reshape	-
1120	6	Dequantize	-
1121	6	Dequantize	-
1122	9	FullyConnected	-
1123	22	Reshape	-
1124	6	Dequantize	-
1125	42	Div	-
1126	101	Abs	-
1127	18	Mul	-
1128	0	Add	-
1129	42	Div	-
1130	78	Pow	-
1131	18	Mul	-
1132	78	Pow	-
1133	18	Mul	-
1134	0	Add	-
1135	78	Pow	-
1136	18	Mul	-
1137	0	Add	-
1138	78	Pow	-
1139	18	Mul	-
1140	0	Add	-
1141	78	Pow	-
1142	18	Mul	-
1143	0	Add	-
1144	92	Square	-
1145	59	Neg	-
1146	47	Exp	-
1147	18	Mul	-
1148	41	Sub	-
1149	158	Sign	-
1150	18	Mul	-
1151	6	Dequantize	-
1152	0	Add	-
1153	18	Mul	-
1154	6	Dequantize	-
1155	18	Mul	-
1156	22	Reshape	-
1157	6	Dequantize	-
1158	6	Dequantize	-
1159	9	FullyConnected	-
1160	22	Reshape	-
1161	0	Add	-
1162	6	Dequantize	-
1163	22	Reshape	-
1164	6	Dequantize	-
1165	22	Reshape	-
1166	40	Mean	-
1167	41	Sub	-
1168	92	Square	-
1169	40	Mean	-
1170	41	Sub	-
1171	0	Add	-
1172	75	Sqrt	-
1173	42	Div	-
1174	18	Mul	-
1175	0	Add	-
1176	34	Pad	-
1177	22	Reshape	-
1178	39	Transpose	-
1179	22	Reshape	-
1180	6	Dequantize	-
1181	6	Dequantize	-
1182	9	FullyConnected	-
1183	22	Reshape	-
1184	39	Transpose	-
1185	22	Reshape	-
1186	102	SplitV	-
1187	22	Reshape	-
1188	22	Reshape	-
1189	22	Reshape	-
1190	39	Transpose	-
1191	6	Dequantize	-
1192	126	BatchMatmul	-
1193	39	Transpose	-
1194	22	Reshape	-
1195	39	Transpose	-
1196	6	Dequantize	-
1197	126	BatchMatmul	-
1198	39	Transpose	-
1199	22	Reshape	-
1200	22	Reshape	-
1201	39	Transpose	-
1202	6	Dequantize	-
1203	18	Mul	-
1204	126	BatchMatmul	-
1205	22	Reshape	-
1206	0	Add	-
1207	0	Add	-
1208	22	Reshape	-
1209	25	Softmax	-
1210	126	BatchMatmul	-
1211	22	Reshape	-
1212	39	Transpose	-
1213	22	Reshape	-
1214	6	Dequantize	-
1215	6	Dequantize	-
1216	9	FullyConnected	-
1217	22	Reshape	-
1218	39	Transpose	-
1219	22	Reshape	-
1220	45	StridedSlice	-
1221	0	Add	-
1222	6	Dequantize	-
1223	22	Reshape	-
1224	6	Dequantize	-
1225	22	Reshape	-
1226	40	Mean	-
1227	41	Sub	-
1228	92	Square	-
1229	40	Mean	-
1230	41	Sub	-
1231	0	Add	-
1232	75	Sqrt	-
1233	42	Div	-
1234	18	Mul	-
1235	0	Add	-
1236	22	Reshape	-
1237	6	Dequantize	-
1238	6	Dequantize	-
1239	9	FullyConnected	-
1240	22	Reshape	-
1241	6	Dequantize	-
1242	42	Div	-
1243	101	Abs	-
1244	18	Mul	-
1245	0	Add	-
1246	42	Div	-
1247	78	Pow	-
1248	18	Mul	-
1249	78	Pow	-
1250	18	Mul	-
1251	0	Add	-
1252	78	Pow	-
1253	18	Mul	-
1254	0	Add	-
1255	78	Pow	-
1256	18	Mul	-
1257	0	Add	-
1258	78	Pow	-
1259	18	Mul	-
1260	0	Add	-
1261	92	Square	-
1262	59	Neg	-
1263	47	Exp	-
1264	18	Mul	-
1265	41	Sub	-
1266	158	Sign	-
1267	18	Mul	-
1268	6	Dequantize	-
1269	0	Add	-
1270	18	Mul	-
1271	6	Dequantize	-
1272	18	Mul	-
1273	22	Reshape	-
1274	6	Dequantize	-
1275	6	Dequantize	-
1276	9	FullyConnected	-
1277	22	Reshape	-
1278	0	Add	-
1279	6	Dequantize	-
1280	22	Reshape	-
1281	6	Dequantize	-
1282	22	Reshape	-
1283	40	Mean	-
1284	41	Sub	-
1285	92	Square	-
1286	40	Mean	-
1287	41	Sub	-
1288	0	Add	-
1289	75	Sqrt	-
1290	42	Div	-
1291	18	Mul	-
1292	0	Add	-
1293	22	Reshape	-
1294	6	Dequantize	-
1295	6	Dequantize	-
1296	9	FullyConnected	-
1297	22	Reshape	-
1298	39	Transpose	-
1299	22	Reshape	-
1300	102	SplitV	-
1301	22	Reshape	-
1302	22	Reshape	-
1303	22	Reshape	-
1304	39	Transpose	-
1305	6	Dequantize	-
1306	126	BatchMatmul	-
1307	39	Transpose	-
1308	22	Reshape	-
1309	39	Transpose	-
1310	6	Dequantize	-
1311	126	BatchMatmul	-
1312	39	Transpose	-
1313	22	Reshape	-
1314	22	Reshape	-
1315	39	Transpose	-
1316	6	Dequantize	-
1317	18	Mul	-
1318	126	BatchMatmul	-
1319	22	Reshape	-
1320	0	Add	-
1321	0	Add	-
1322	22	Reshape	-
1323	25	Softmax	-
1324	126	BatchMatmul	-
1325	22	Reshape	-
1326	39	Transpose	-
1327	22	Reshape	-
1328	6	Dequantize	-
1329	6	Dequantize	-
1330	9	FullyConnected	-
1331	22	Reshape	-
1332	0	Add	-
1333	6	Dequantize	-
1334	22	Reshape	-
1335	6	Dequantize	-
1336	22	Reshape	-
1337	40	Mean	-
1338	41	Sub	-
1339	92	Square	-
1340	40	Mean	-
1341	41	Sub	-
1342	0	Add	-
1343	75	Sqrt	-
1344	42	Div	-
1345	18	Mul	-
1346	0	Add	-
1347	22	Reshape	-
1348	6	Dequantize	-
1349	6	Dequantize	-
1350	9	FullyConnected	-
1351	22	Reshape	-
1352	6	Dequantize	-
1353	42	Div	-
1354	101	Abs	-
1355	18	Mul	-
1356	0	Add	-
1357	42	Div	-
1358	78	Pow	-
1359	18	Mul	-
1360	78	Pow	-
1361	18	Mul	-
1362	0	Add	-
1363	78	Pow	-
1364	18	Mul	-
1365	0	Add	-
1366	78	Pow	-
1367	18	Mul	-
1368	0	Add	-
1369	78	Pow	-
1370	18	Mul	-
1371	0	Add	-
1372	92	Square	-
1373	59	Neg	-
1374	47	Exp	-
1375	18	Mul	-
1376	41	Sub	-
1377	158	Sign	-
1378	18	Mul	-
1379	6	Dequantize	-
1380	0	Add	-
1381	18	Mul	-
1382	6	Dequantize	-
1383	18	Mul	-
1384	22	Reshape	-
1385	6	Dequantize	-
1386	6	Dequantize	-
1387	9	FullyConnected	-
1388	22	Reshape	-
1389	0	Add	-
1390	6	Dequantize	-
1391	3	Conv2d	-
1392	39	Transpose	-
1393	40	Mean	-
1394	41	Sub	-
1395	6	Dequantize	-
1396	92	Square	-
1397	40	Mean	-
1398	6	Dequantize	-
1399	0	Add	-
1400	75	Sqrt	-
1401	42	Div	-
1402	6	Dequantize	-
1403	18	Mul	-
1404	6	Dequantize	-
1405	0	Add	-
1406	39	Transpose	-
1407	6	Dequantize	-
1408	3	Conv2d	-
1409	39	Transpose	-
1410	40	Mean	-
1411	41	Sub	-
1412	6	Dequantize	-
1413	92	Square	-
1414	40	Mean	-
1415	6	Dequantize	-
1416	0	Add	-
1417	75	Sqrt	-
1418	42	Div	-
1419	6	Dequantize	-
1420	18	Mul	-
1421	6	Dequantize	-
1422	0	Add	-
1423	53	Cast	-
